nohup: ignoring input
/home/tanguy/5A/MLChallenge/venvMLChallenge/lib/python3.11/site-packages/torch/optim/lr_scheduler.py:60: UserWarning: The verbose parameter is deprecated. Please use get_last_lr() to access the learning rate.
  warnings.warn(
cuda
Mean: tensor([0.5652, 0.4507, 0.4434])
Std: tensor([0.2005, 0.1882, 0.1902])
Epoch [34/600], Training Loss: 0.3281, Training Accuracy: 87.26%, Validation Accuracy: 77.40%
Epoch [35/600], Training Loss: 0.3546, Training Accuracy: 85.07%, Validation Accuracy: 75.34%
Epoch [36/600], Training Loss: 0.3330, Training Accuracy: 87.85%, Validation Accuracy: 75.34%
Epoch [37/600], Training Loss: 0.3239, Training Accuracy: 87.99%, Validation Accuracy: 76.03%
Epoch [38/600], Training Loss: 0.2799, Training Accuracy: 90.48%, Validation Accuracy: 74.66%
Epoch [39/600], Training Loss: 0.3326, Training Accuracy: 88.73%, Validation Accuracy: 75.34%
Epoch [40/600], Training Loss: 0.2699, Training Accuracy: 90.19%, Validation Accuracy: 76.03%
Epoch [41/600], Training Loss: 0.2805, Training Accuracy: 90.63%, Validation Accuracy: 73.97%
Epoch [42/600], Training Loss: 0.2501, Training Accuracy: 91.22%, Validation Accuracy: 73.97%
Epoch [43/600], Training Loss: 0.2846, Training Accuracy: 89.75%, Validation Accuracy: 75.34%
Epoch [44/600], Training Loss: 0.2863, Training Accuracy: 89.02%, Validation Accuracy: 76.71%
Epoch [45/600], Training Loss: 0.2534, Training Accuracy: 91.65%, Validation Accuracy: 74.66%
Epoch [46/600], Training Loss: 0.2972, Training Accuracy: 87.99%, Validation Accuracy: 74.66%
Epoch [47/600], Training Loss: 0.2837, Training Accuracy: 90.04%, Validation Accuracy: 76.03%
Epoch [48/600], Training Loss: 0.2623, Training Accuracy: 89.46%, Validation Accuracy: 75.34%
Epoch [49/600], Training Loss: 0.2942, Training Accuracy: 89.31%, Validation Accuracy: 76.03%
Epoch [50/600], Training Loss: 0.2833, Training Accuracy: 88.87%, Validation Accuracy: 78.08%
Epoch [51/600], Training Loss: 0.2383, Training Accuracy: 91.51%, Validation Accuracy: 77.40%
Epoch [52/600], Training Loss: 0.2454, Training Accuracy: 90.34%, Validation Accuracy: 76.03%
Epoch [53/600], Training Loss: 0.2559, Training Accuracy: 90.34%, Validation Accuracy: 76.71%
Epoch [54/600], Training Loss: 0.2522, Training Accuracy: 90.63%, Validation Accuracy: 74.66%
Epoch [55/600], Training Loss: 0.2334, Training Accuracy: 90.92%, Validation Accuracy: 74.66%
Epoch [56/600], Training Loss: 0.2802, Training Accuracy: 90.78%, Validation Accuracy: 75.34%
Epoch [57/600], Training Loss: 0.2732, Training Accuracy: 88.43%, Validation Accuracy: 76.03%
Epoch [58/600], Training Loss: 0.2600, Training Accuracy: 90.04%, Validation Accuracy: 75.34%
Epoch [59/600], Training Loss: 0.2582, Training Accuracy: 89.75%, Validation Accuracy: 76.03%
Epoch [60/600], Training Loss: 0.2809, Training Accuracy: 89.60%, Validation Accuracy: 75.34%
Epoch [61/600], Training Loss: 0.2424, Training Accuracy: 91.80%, Validation Accuracy: 76.71%
Epoch [62/600], Training Loss: 0.2594, Training Accuracy: 91.51%, Validation Accuracy: 76.71%
Epoch [63/600], Training Loss: 0.2561, Training Accuracy: 89.75%, Validation Accuracy: 76.71%
Epoch [64/600], Training Loss: 0.2377, Training Accuracy: 90.78%, Validation Accuracy: 76.03%
Epoch [65/600], Training Loss: 0.2452, Training Accuracy: 91.80%, Validation Accuracy: 76.71%
Epoch [66/600], Training Loss: 0.2841, Training Accuracy: 90.78%, Validation Accuracy: 76.71%
Epoch [67/600], Training Loss: 0.2604, Training Accuracy: 90.92%, Validation Accuracy: 78.08%
Epoch [68/600], Training Loss: 0.2334, Training Accuracy: 91.22%, Validation Accuracy: 76.03%
Epoch [69/600], Training Loss: 0.2261, Training Accuracy: 92.68%, Validation Accuracy: 76.03%
Epoch [70/600], Training Loss: 0.2371, Training Accuracy: 90.92%, Validation Accuracy: 75.34%
Epoch [71/600], Training Loss: 0.2466, Training Accuracy: 91.22%, Validation Accuracy: 77.40%
Epoch [72/600], Training Loss: 0.2628, Training Accuracy: 91.36%, Validation Accuracy: 78.08%
Epoch [73/600], Training Loss: 0.2219, Training Accuracy: 91.65%, Validation Accuracy: 76.71%
Epoch [74/600], Training Loss: 0.2824, Training Accuracy: 88.58%, Validation Accuracy: 76.71%
Epoch [75/600], Training Loss: 0.2559, Training Accuracy: 90.19%, Validation Accuracy: 74.66%
Epoch [76/600], Training Loss: 0.2400, Training Accuracy: 91.07%, Validation Accuracy: 76.03%
Epoch [77/600], Training Loss: 0.2117, Training Accuracy: 93.41%, Validation Accuracy: 74.66%
Epoch [78/600], Training Loss: 0.2872, Training Accuracy: 89.17%, Validation Accuracy: 76.03%
Epoch [79/600], Training Loss: 0.2433, Training Accuracy: 91.07%, Validation Accuracy: 75.34%
Epoch [80/600], Training Loss: 0.2450, Training Accuracy: 90.78%, Validation Accuracy: 77.40%
Epoch [81/600], Training Loss: 0.2395, Training Accuracy: 90.78%, Validation Accuracy: 76.03%
Epoch [82/600], Training Loss: 0.2479, Training Accuracy: 90.78%, Validation Accuracy: 74.66%
Epoch [83/600], Training Loss: 0.2494, Training Accuracy: 90.92%, Validation Accuracy: 75.34%
Epoch [84/600], Training Loss: 0.2861, Training Accuracy: 89.90%, Validation Accuracy: 77.40%
Epoch [85/600], Training Loss: 0.2780, Training Accuracy: 90.34%, Validation Accuracy: 77.40%
Epoch [86/600], Training Loss: 0.2184, Training Accuracy: 92.68%, Validation Accuracy: 78.77%
Epoch [87/600], Training Loss: 0.2870, Training Accuracy: 89.31%, Validation Accuracy: 76.71%
Epoch [88/600], Training Loss: 0.2771, Training Accuracy: 90.19%, Validation Accuracy: 77.40%
Epoch [89/600], Training Loss: 0.2762, Training Accuracy: 89.60%, Validation Accuracy: 77.40%
Epoch [90/600], Training Loss: 0.2273, Training Accuracy: 91.51%, Validation Accuracy: 76.71%
Epoch [91/600], Training Loss: 0.2710, Training Accuracy: 89.17%, Validation Accuracy: 77.40%
Epoch [92/600], Training Loss: 0.2475, Training Accuracy: 90.92%, Validation Accuracy: 78.08%
Epoch [93/600], Training Loss: 0.2640, Training Accuracy: 88.73%, Validation Accuracy: 78.08%
Epoch [94/600], Training Loss: 0.2884, Training Accuracy: 88.14%, Validation Accuracy: 77.40%
Epoch [95/600], Training Loss: 0.2687, Training Accuracy: 89.75%, Validation Accuracy: 76.03%
Epoch [96/600], Training Loss: 0.2437, Training Accuracy: 91.95%, Validation Accuracy: 78.08%
Epoch [97/600], Training Loss: 0.2740, Training Accuracy: 89.46%, Validation Accuracy: 76.71%
Epoch [98/600], Training Loss: 0.2512, Training Accuracy: 90.92%, Validation Accuracy: 77.40%
Epoch [99/600], Training Loss: 0.2475, Training Accuracy: 91.95%, Validation Accuracy: 76.71%
Epoch [100/600], Training Loss: 0.2783, Training Accuracy: 89.31%, Validation Accuracy: 76.03%
Epoch [101/600], Training Loss: 0.2729, Training Accuracy: 89.90%, Validation Accuracy: 76.03%
Epoch [102/600], Training Loss: 0.2811, Training Accuracy: 87.99%, Validation Accuracy: 76.03%
Epoch [103/600], Training Loss: 0.2388, Training Accuracy: 92.24%, Validation Accuracy: 76.71%
Epoch [104/600], Training Loss: 0.2669, Training Accuracy: 90.48%, Validation Accuracy: 77.40%
Epoch [105/600], Training Loss: 0.2369, Training Accuracy: 91.51%, Validation Accuracy: 76.71%
Epoch [106/600], Training Loss: 0.2536, Training Accuracy: 90.63%, Validation Accuracy: 75.34%
Epoch [107/600], Training Loss: 0.2666, Training Accuracy: 89.02%, Validation Accuracy: 76.71%
Epoch [108/600], Training Loss: 0.2550, Training Accuracy: 91.80%, Validation Accuracy: 74.66%
Epoch [109/600], Training Loss: 0.2320, Training Accuracy: 91.36%, Validation Accuracy: 75.34%
Epoch [110/600], Training Loss: 0.2538, Training Accuracy: 90.63%, Validation Accuracy: 75.34%
Epoch [111/600], Training Loss: 0.2704, Training Accuracy: 90.04%, Validation Accuracy: 75.34%
Epoch [112/600], Training Loss: 0.2382, Training Accuracy: 91.36%, Validation Accuracy: 76.71%
Epoch [113/600], Training Loss: 0.2530, Training Accuracy: 90.92%, Validation Accuracy: 75.34%
Epoch [114/600], Training Loss: 0.2651, Training Accuracy: 90.04%, Validation Accuracy: 77.40%
Epoch [115/600], Training Loss: 0.2620, Training Accuracy: 89.90%, Validation Accuracy: 76.71%
Epoch [116/600], Training Loss: 0.2329, Training Accuracy: 90.92%, Validation Accuracy: 76.03%
Epoch [117/600], Training Loss: 0.2726, Training Accuracy: 89.46%, Validation Accuracy: 75.34%
Epoch [118/600], Training Loss: 0.2518, Training Accuracy: 90.78%, Validation Accuracy: 76.03%
Epoch [119/600], Training Loss: 0.2179, Training Accuracy: 92.24%, Validation Accuracy: 76.03%
Epoch [120/600], Training Loss: 0.2578, Training Accuracy: 89.31%, Validation Accuracy: 75.34%
Epoch [121/600], Training Loss: 0.3149, Training Accuracy: 90.19%, Validation Accuracy: 76.71%
Epoch [122/600], Training Loss: 0.2735, Training Accuracy: 89.75%, Validation Accuracy: 75.34%
Epoch [123/600], Training Loss: 0.2860, Training Accuracy: 90.04%, Validation Accuracy: 75.34%
Epoch [124/600], Training Loss: 0.2642, Training Accuracy: 90.63%, Validation Accuracy: 76.03%
Epoch [125/600], Training Loss: 0.2557, Training Accuracy: 90.19%, Validation Accuracy: 78.08%
Epoch [126/600], Training Loss: 0.2739, Training Accuracy: 91.51%, Validation Accuracy: 76.03%
Epoch [127/600], Training Loss: 0.2921, Training Accuracy: 90.19%, Validation Accuracy: 76.03%
Epoch [128/600], Training Loss: 0.2376, Training Accuracy: 89.90%, Validation Accuracy: 76.71%
Epoch [129/600], Training Loss: 0.2423, Training Accuracy: 90.63%, Validation Accuracy: 76.03%
Epoch [130/600], Training Loss: 0.2504, Training Accuracy: 90.63%, Validation Accuracy: 75.34%
Epoch [131/600], Training Loss: 0.2457, Training Accuracy: 90.78%, Validation Accuracy: 76.71%
Epoch [132/600], Training Loss: 0.2864, Training Accuracy: 89.02%, Validation Accuracy: 76.03%
Epoch [133/600], Training Loss: 0.2413, Training Accuracy: 91.95%, Validation Accuracy: 75.34%
Epoch [134/600], Training Loss: 0.2279, Training Accuracy: 92.09%, Validation Accuracy: 78.08%
Epoch [135/600], Training Loss: 0.2644, Training Accuracy: 90.04%, Validation Accuracy: 73.97%
Epoch [136/600], Training Loss: 0.2325, Training Accuracy: 91.36%, Validation Accuracy: 76.03%
Epoch [137/600], Training Loss: 0.2691, Training Accuracy: 90.19%, Validation Accuracy: 76.03%
Epoch [138/600], Training Loss: 0.2713, Training Accuracy: 90.78%, Validation Accuracy: 77.40%
Epoch [139/600], Training Loss: 0.2301, Training Accuracy: 91.36%, Validation Accuracy: 76.03%
Epoch [140/600], Training Loss: 0.2469, Training Accuracy: 90.19%, Validation Accuracy: 76.71%
Epoch [141/600], Training Loss: 0.2520, Training Accuracy: 90.92%, Validation Accuracy: 76.03%
Epoch [142/600], Training Loss: 0.2367, Training Accuracy: 90.04%, Validation Accuracy: 74.66%
Epoch [143/600], Training Loss: 0.2635, Training Accuracy: 90.34%, Validation Accuracy: 76.03%
Epoch [144/600], Training Loss: 0.2245, Training Accuracy: 90.92%, Validation Accuracy: 75.34%
Epoch [145/600], Training Loss: 0.2355, Training Accuracy: 90.48%, Validation Accuracy: 77.40%
Epoch [146/600], Training Loss: 0.2470, Training Accuracy: 90.63%, Validation Accuracy: 76.03%
Epoch [147/600], Training Loss: 0.2720, Training Accuracy: 90.48%, Validation Accuracy: 75.34%
Epoch [148/600], Training Loss: 0.2624, Training Accuracy: 89.46%, Validation Accuracy: 76.71%
Epoch [149/600], Training Loss: 0.2524, Training Accuracy: 90.63%, Validation Accuracy: 75.34%
Epoch [150/600], Training Loss: 0.2295, Training Accuracy: 91.07%, Validation Accuracy: 77.40%
Epoch [151/600], Training Loss: 0.2859, Training Accuracy: 90.04%, Validation Accuracy: 77.40%
Epoch [152/600], Training Loss: 0.2682, Training Accuracy: 90.04%, Validation Accuracy: 76.71%
Epoch [153/600], Training Loss: 0.2549, Training Accuracy: 91.22%, Validation Accuracy: 78.08%
Epoch [154/600], Training Loss: 0.2354, Training Accuracy: 91.51%, Validation Accuracy: 77.40%
Epoch [155/600], Training Loss: 0.2709, Training Accuracy: 90.34%, Validation Accuracy: 76.03%
Epoch [156/600], Training Loss: 0.2388, Training Accuracy: 91.51%, Validation Accuracy: 76.03%
Epoch [157/600], Training Loss: 0.2738, Training Accuracy: 89.17%, Validation Accuracy: 75.34%
Epoch [158/600], Training Loss: 0.2269, Training Accuracy: 91.65%, Validation Accuracy: 76.71%
Epoch [159/600], Training Loss: 0.2609, Training Accuracy: 92.24%, Validation Accuracy: 75.34%
Epoch [160/600], Training Loss: 0.2575, Training Accuracy: 90.34%, Validation Accuracy: 76.71%
Epoch [161/600], Training Loss: 0.2444, Training Accuracy: 91.36%, Validation Accuracy: 76.03%
Epoch [162/600], Training Loss: 0.2773, Training Accuracy: 90.04%, Validation Accuracy: 76.03%
Epoch [163/600], Training Loss: 0.2403, Training Accuracy: 90.78%, Validation Accuracy: 73.97%
Epoch [164/600], Training Loss: 0.2384, Training Accuracy: 91.07%, Validation Accuracy: 78.77%
Epoch [165/600], Training Loss: 0.2565, Training Accuracy: 91.22%, Validation Accuracy: 77.40%
Epoch [166/600], Training Loss: 0.2221, Training Accuracy: 92.53%, Validation Accuracy: 74.66%
Epoch [167/600], Training Loss: 0.2479, Training Accuracy: 90.34%, Validation Accuracy: 75.34%
Epoch [168/600], Training Loss: 0.2545, Training Accuracy: 90.04%, Validation Accuracy: 74.66%
Epoch [169/600], Training Loss: 0.2549, Training Accuracy: 90.48%, Validation Accuracy: 76.03%
Epoch [170/600], Training Loss: 0.2370, Training Accuracy: 91.51%, Validation Accuracy: 75.34%
Epoch [171/600], Training Loss: 0.2316, Training Accuracy: 91.07%, Validation Accuracy: 73.97%
Epoch [172/600], Training Loss: 0.2761, Training Accuracy: 90.04%, Validation Accuracy: 74.66%
Epoch [173/600], Training Loss: 0.2627, Training Accuracy: 90.19%, Validation Accuracy: 76.71%
Epoch [174/600], Training Loss: 0.2412, Training Accuracy: 90.34%, Validation Accuracy: 74.66%
Epoch [175/600], Training Loss: 0.2519, Training Accuracy: 90.48%, Validation Accuracy: 75.34%
Epoch [176/600], Training Loss: 0.2918, Training Accuracy: 87.85%, Validation Accuracy: 75.34%
Epoch [177/600], Training Loss: 0.2443, Training Accuracy: 91.65%, Validation Accuracy: 76.71%
Epoch [178/600], Training Loss: 0.2190, Training Accuracy: 92.09%, Validation Accuracy: 76.71%
Epoch [179/600], Training Loss: 0.2177, Training Accuracy: 91.22%, Validation Accuracy: 77.40%
Epoch [180/600], Training Loss: 0.3104, Training Accuracy: 89.17%, Validation Accuracy: 76.03%
Epoch [181/600], Training Loss: 0.2495, Training Accuracy: 91.07%, Validation Accuracy: 76.03%
Epoch [182/600], Training Loss: 0.2521, Training Accuracy: 90.63%, Validation Accuracy: 76.71%
Epoch [183/600], Training Loss: 0.2348, Training Accuracy: 91.36%, Validation Accuracy: 74.66%
Epoch [184/600], Training Loss: 0.2842, Training Accuracy: 88.58%, Validation Accuracy: 75.34%
Epoch [185/600], Training Loss: 0.2453, Training Accuracy: 90.92%, Validation Accuracy: 75.34%
Epoch [186/600], Training Loss: 0.2389, Training Accuracy: 91.51%, Validation Accuracy: 76.71%
Epoch [187/600], Training Loss: 0.2554, Training Accuracy: 89.90%, Validation Accuracy: 78.08%
Epoch [188/600], Training Loss: 0.2617, Training Accuracy: 90.92%, Validation Accuracy: 77.40%
Epoch [189/600], Training Loss: 0.2294, Training Accuracy: 92.09%, Validation Accuracy: 74.66%
Epoch [190/600], Training Loss: 0.2339, Training Accuracy: 92.24%, Validation Accuracy: 75.34%
Epoch [191/600], Training Loss: 0.2635, Training Accuracy: 89.46%, Validation Accuracy: 75.34%
Epoch [192/600], Training Loss: 0.2581, Training Accuracy: 90.63%, Validation Accuracy: 76.71%
Epoch [193/600], Training Loss: 0.2371, Training Accuracy: 91.51%, Validation Accuracy: 73.97%
Epoch [194/600], Training Loss: 0.2263, Training Accuracy: 91.95%, Validation Accuracy: 73.97%
Epoch [195/600], Training Loss: 0.2628, Training Accuracy: 89.60%, Validation Accuracy: 76.71%
Epoch [196/600], Training Loss: 0.2867, Training Accuracy: 89.02%, Validation Accuracy: 76.03%
Epoch [197/600], Training Loss: 0.2417, Training Accuracy: 91.36%, Validation Accuracy: 78.08%
Epoch [198/600], Training Loss: 0.2484, Training Accuracy: 91.07%, Validation Accuracy: 76.71%
Epoch [199/600], Training Loss: 0.2634, Training Accuracy: 88.87%, Validation Accuracy: 74.66%
Epoch [200/600], Training Loss: 0.2665, Training Accuracy: 89.17%, Validation Accuracy: 78.77%
Epoch [201/600], Training Loss: 0.2763, Training Accuracy: 90.19%, Validation Accuracy: 75.34%
Epoch [202/600], Training Loss: 0.2460, Training Accuracy: 90.63%, Validation Accuracy: 75.34%
Epoch [203/600], Training Loss: 0.2675, Training Accuracy: 90.63%, Validation Accuracy: 77.40%
Epoch [204/600], Training Loss: 0.2723, Training Accuracy: 90.63%, Validation Accuracy: 74.66%
Epoch [205/600], Training Loss: 0.2468, Training Accuracy: 90.92%, Validation Accuracy: 74.66%
Epoch [206/600], Training Loss: 0.2460, Training Accuracy: 90.78%, Validation Accuracy: 74.66%
Epoch [207/600], Training Loss: 0.2606, Training Accuracy: 89.46%, Validation Accuracy: 76.03%
Epoch [208/600], Training Loss: 0.2669, Training Accuracy: 90.19%, Validation Accuracy: 77.40%
Epoch [209/600], Training Loss: 0.2526, Training Accuracy: 90.63%, Validation Accuracy: 74.66%
Epoch [210/600], Training Loss: 0.2477, Training Accuracy: 90.04%, Validation Accuracy: 75.34%
Epoch [211/600], Training Loss: 0.2706, Training Accuracy: 90.19%, Validation Accuracy: 75.34%
Epoch [212/600], Training Loss: 0.2454, Training Accuracy: 90.34%, Validation Accuracy: 77.40%
Epoch [213/600], Training Loss: 0.2647, Training Accuracy: 89.17%, Validation Accuracy: 75.34%
Epoch [214/600], Training Loss: 0.2663, Training Accuracy: 90.63%, Validation Accuracy: 76.71%
Epoch [215/600], Training Loss: 0.2841, Training Accuracy: 88.14%, Validation Accuracy: 77.40%
Epoch [216/600], Training Loss: 0.2547, Training Accuracy: 90.34%, Validation Accuracy: 74.66%
Epoch [217/600], Training Loss: 0.2371, Training Accuracy: 91.65%, Validation Accuracy: 78.08%
Epoch [218/600], Training Loss: 0.2616, Training Accuracy: 90.78%, Validation Accuracy: 75.34%
Epoch [219/600], Training Loss: 0.2114, Training Accuracy: 92.83%, Validation Accuracy: 78.77%
Epoch [220/600], Training Loss: 0.2937, Training Accuracy: 89.75%, Validation Accuracy: 75.34%
Epoch [221/600], Training Loss: 0.2516, Training Accuracy: 91.22%, Validation Accuracy: 76.71%
Epoch [222/600], Training Loss: 0.2484, Training Accuracy: 90.48%, Validation Accuracy: 74.66%
Epoch [223/600], Training Loss: 0.2481, Training Accuracy: 90.92%, Validation Accuracy: 77.40%
Epoch [224/600], Training Loss: 0.2495, Training Accuracy: 91.65%, Validation Accuracy: 77.40%
Epoch [225/600], Training Loss: 0.2497, Training Accuracy: 91.95%, Validation Accuracy: 76.71%
Epoch [226/600], Training Loss: 0.2801, Training Accuracy: 89.17%, Validation Accuracy: 76.03%
Epoch [227/600], Training Loss: 0.2707, Training Accuracy: 90.19%, Validation Accuracy: 76.03%
Epoch [228/600], Training Loss: 0.2664, Training Accuracy: 90.04%, Validation Accuracy: 76.71%
Epoch [229/600], Training Loss: 0.2520, Training Accuracy: 90.63%, Validation Accuracy: 75.34%
Epoch [230/600], Training Loss: 0.2484, Training Accuracy: 91.07%, Validation Accuracy: 76.71%
Epoch [231/600], Training Loss: 0.2840, Training Accuracy: 89.17%, Validation Accuracy: 74.66%
Epoch [232/600], Training Loss: 0.2644, Training Accuracy: 90.78%, Validation Accuracy: 76.03%
Epoch [233/600], Training Loss: 0.2525, Training Accuracy: 90.63%, Validation Accuracy: 76.71%
Epoch [234/600], Training Loss: 0.2626, Training Accuracy: 90.04%, Validation Accuracy: 78.08%
Epoch [235/600], Training Loss: 0.2417, Training Accuracy: 90.48%, Validation Accuracy: 76.71%
Epoch [236/600], Training Loss: 0.2678, Training Accuracy: 90.63%, Validation Accuracy: 76.71%
Epoch [237/600], Training Loss: 0.2822, Training Accuracy: 88.87%, Validation Accuracy: 76.03%
Epoch [238/600], Training Loss: 0.2717, Training Accuracy: 88.43%, Validation Accuracy: 76.03%
Epoch [239/600], Training Loss: 0.2663, Training Accuracy: 89.60%, Validation Accuracy: 76.03%
Epoch [240/600], Training Loss: 0.2558, Training Accuracy: 91.51%, Validation Accuracy: 76.71%
Epoch [241/600], Training Loss: 0.2754, Training Accuracy: 89.46%, Validation Accuracy: 75.34%
Epoch [242/600], Training Loss: 0.2547, Training Accuracy: 89.31%, Validation Accuracy: 74.66%
Epoch [243/600], Training Loss: 0.2372, Training Accuracy: 90.78%, Validation Accuracy: 76.03%
Epoch [244/600], Training Loss: 0.2908, Training Accuracy: 90.19%, Validation Accuracy: 77.40%
Epoch [245/600], Training Loss: 0.2455, Training Accuracy: 90.19%, Validation Accuracy: 77.40%
Epoch [246/600], Training Loss: 0.2523, Training Accuracy: 90.48%, Validation Accuracy: 76.03%
Epoch [247/600], Training Loss: 0.2504, Training Accuracy: 90.78%, Validation Accuracy: 75.34%
Epoch [248/600], Training Loss: 0.2521, Training Accuracy: 90.04%, Validation Accuracy: 74.66%
Epoch [249/600], Training Loss: 0.2526, Training Accuracy: 89.17%, Validation Accuracy: 76.71%
Epoch [250/600], Training Loss: 0.2360, Training Accuracy: 90.78%, Validation Accuracy: 75.34%
Epoch [251/600], Training Loss: 0.2684, Training Accuracy: 90.34%, Validation Accuracy: 76.03%
Epoch [252/600], Training Loss: 0.2732, Training Accuracy: 90.48%, Validation Accuracy: 77.40%
Epoch [253/600], Training Loss: 0.2638, Training Accuracy: 90.19%, Validation Accuracy: 75.34%
Epoch [254/600], Training Loss: 0.2515, Training Accuracy: 90.78%, Validation Accuracy: 76.03%
Epoch [255/600], Training Loss: 0.2693, Training Accuracy: 91.22%, Validation Accuracy: 75.34%
Epoch [256/600], Training Loss: 0.2734, Training Accuracy: 91.07%, Validation Accuracy: 76.03%
Epoch [257/600], Training Loss: 0.2093, Training Accuracy: 92.97%, Validation Accuracy: 73.97%
Epoch [258/600], Training Loss: 0.2886, Training Accuracy: 88.73%, Validation Accuracy: 73.97%
Epoch [259/600], Training Loss: 0.2595, Training Accuracy: 90.04%, Validation Accuracy: 76.03%
Epoch [260/600], Training Loss: 0.2405, Training Accuracy: 91.65%, Validation Accuracy: 75.34%
Epoch [261/600], Training Loss: 0.2498, Training Accuracy: 91.51%, Validation Accuracy: 74.66%
Epoch [262/600], Training Loss: 0.2204, Training Accuracy: 90.34%, Validation Accuracy: 75.34%
Epoch [263/600], Training Loss: 0.2556, Training Accuracy: 89.31%, Validation Accuracy: 76.03%
Epoch [264/600], Training Loss: 0.2431, Training Accuracy: 91.51%, Validation Accuracy: 75.34%
Epoch [265/600], Training Loss: 0.2699, Training Accuracy: 89.60%, Validation Accuracy: 75.34%
Epoch [266/600], Training Loss: 0.2606, Training Accuracy: 89.60%, Validation Accuracy: 76.03%
Epoch [267/600], Training Loss: 0.2565, Training Accuracy: 90.04%, Validation Accuracy: 76.71%
Epoch [268/600], Training Loss: 0.2309, Training Accuracy: 93.12%, Validation Accuracy: 74.66%
Epoch [269/600], Training Loss: 0.2588, Training Accuracy: 91.65%, Validation Accuracy: 74.66%
Epoch [270/600], Training Loss: 0.2812, Training Accuracy: 90.19%, Validation Accuracy: 76.71%
Epoch [271/600], Training Loss: 0.2264, Training Accuracy: 91.51%, Validation Accuracy: 76.71%
Epoch [272/600], Training Loss: 0.2392, Training Accuracy: 91.80%, Validation Accuracy: 75.34%
Epoch [273/600], Training Loss: 0.2494, Training Accuracy: 89.90%, Validation Accuracy: 74.66%
