nohup: ignoring input
/home/tanguy/5A/MLChallenge/venvMLChallenge/lib/python3.11/site-packages/torch/optim/lr_scheduler.py:60: UserWarning: The verbose parameter is deprecated. Please use get_last_lr() to access the learning rate.
  warnings.warn(
cuda
Mean: tensor([0.5652, 0.4507, 0.4434])
Std: tensor([0.2005, 0.1882, 0.1902])
Epoch [19/800], Training Loss: 1.4973, Training Accuracy: 37.19%, Validation Accuracy: 60.96%
Epoch [20/800], Training Loss: 1.4665, Training Accuracy: 38.07%, Validation Accuracy: 56.85%
Epoch [21/800], Training Loss: 1.4160, Training Accuracy: 43.92%, Validation Accuracy: 58.90%
Epoch [22/800], Training Loss: 1.3810, Training Accuracy: 41.58%, Validation Accuracy: 62.33%
Epoch [23/800], Training Loss: 1.3398, Training Accuracy: 41.58%, Validation Accuracy: 58.22%
Epoch [24/800], Training Loss: 1.3893, Training Accuracy: 44.07%, Validation Accuracy: 60.27%
Epoch [25/800], Training Loss: 1.3460, Training Accuracy: 43.92%, Validation Accuracy: 64.38%
Epoch [26/800], Training Loss: 1.2889, Training Accuracy: 46.12%, Validation Accuracy: 61.64%
Epoch [27/800], Training Loss: 1.3635, Training Accuracy: 46.12%, Validation Accuracy: 67.12%
Epoch [28/800], Training Loss: 1.2718, Training Accuracy: 46.27%, Validation Accuracy: 65.07%
Epoch [29/800], Training Loss: 1.2389, Training Accuracy: 49.49%, Validation Accuracy: 63.01%
Epoch [30/800], Training Loss: 1.2075, Training Accuracy: 51.24%, Validation Accuracy: 65.07%
Epoch [31/800], Training Loss: 1.2034, Training Accuracy: 48.02%, Validation Accuracy: 63.01%
Epoch [32/800], Training Loss: 1.1744, Training Accuracy: 51.39%, Validation Accuracy: 66.44%
Epoch [33/800], Training Loss: 1.2296, Training Accuracy: 47.88%, Validation Accuracy: 66.44%
Epoch [34/800], Training Loss: 1.1718, Training Accuracy: 51.10%, Validation Accuracy: 69.18%
Epoch [35/800], Training Loss: 1.1692, Training Accuracy: 49.63%, Validation Accuracy: 66.44%
Epoch [36/800], Training Loss: 1.1637, Training Accuracy: 48.17%, Validation Accuracy: 63.01%
Epoch [37/800], Training Loss: 1.1333, Training Accuracy: 51.54%, Validation Accuracy: 71.92%
Epoch [38/800], Training Loss: 1.1566, Training Accuracy: 53.59%, Validation Accuracy: 64.38%
Epoch [39/800], Training Loss: 1.1243, Training Accuracy: 52.27%, Validation Accuracy: 69.18%
Epoch [40/800], Training Loss: 1.0814, Training Accuracy: 55.05%, Validation Accuracy: 67.81%
Epoch [41/800], Training Loss: 1.1020, Training Accuracy: 53.88%, Validation Accuracy: 65.07%
Epoch [42/800], Training Loss: 1.1281, Training Accuracy: 54.03%, Validation Accuracy: 67.12%
Epoch [43/800], Training Loss: 1.1442, Training Accuracy: 54.90%, Validation Accuracy: 69.86%
Epoch [44/800], Training Loss: 1.1128, Training Accuracy: 53.44%, Validation Accuracy: 66.44%
Epoch [45/800], Training Loss: 1.0780, Training Accuracy: 55.49%, Validation Accuracy: 67.12%
Epoch [46/800], Training Loss: 1.0529, Training Accuracy: 57.54%, Validation Accuracy: 67.12%
Epoch [47/800], Training Loss: 1.0632, Training Accuracy: 53.15%, Validation Accuracy: 68.49%
Epoch [48/800], Training Loss: 1.0460, Training Accuracy: 55.34%, Validation Accuracy: 72.60%
Epoch [49/800], Training Loss: 1.0078, Training Accuracy: 58.13%, Validation Accuracy: 71.23%
Epoch [50/800], Training Loss: 1.0101, Training Accuracy: 59.00%, Validation Accuracy: 71.92%
Epoch [51/800], Training Loss: 1.0508, Training Accuracy: 57.69%, Validation Accuracy: 71.23%
Epoch [52/800], Training Loss: 1.0378, Training Accuracy: 55.34%, Validation Accuracy: 69.18%
Epoch [53/800], Training Loss: 1.0344, Training Accuracy: 55.34%, Validation Accuracy: 70.55%
Epoch [54/800], Training Loss: 1.0289, Training Accuracy: 55.34%, Validation Accuracy: 73.29%
Epoch [55/800], Training Loss: 1.0149, Training Accuracy: 56.52%, Validation Accuracy: 71.92%
Epoch [56/800], Training Loss: 0.9994, Training Accuracy: 58.42%, Validation Accuracy: 65.75%
Epoch [57/800], Training Loss: 0.9525, Training Accuracy: 58.71%, Validation Accuracy: 69.86%
Epoch [58/800], Training Loss: 0.9539, Training Accuracy: 57.69%, Validation Accuracy: 70.55%
Epoch [59/800], Training Loss: 0.9994, Training Accuracy: 58.57%, Validation Accuracy: 67.81%
Epoch [60/800], Training Loss: 0.9864, Training Accuracy: 58.42%, Validation Accuracy: 69.18%
Epoch [61/800], Training Loss: 0.9969, Training Accuracy: 59.88%, Validation Accuracy: 70.55%
Epoch [62/800], Training Loss: 0.9306, Training Accuracy: 58.71%, Validation Accuracy: 70.55%
Epoch [63/800], Training Loss: 0.9911, Training Accuracy: 60.61%, Validation Accuracy: 71.23%
Epoch [64/800], Training Loss: 0.8961, Training Accuracy: 64.71%, Validation Accuracy: 68.49%
Epoch [65/800], Training Loss: 0.9595, Training Accuracy: 59.30%, Validation Accuracy: 69.18%
Epoch [66/800], Training Loss: 0.9029, Training Accuracy: 59.44%, Validation Accuracy: 69.18%
Epoch [67/800], Training Loss: 0.9926, Training Accuracy: 60.76%, Validation Accuracy: 68.49%
Epoch [68/800], Training Loss: 0.9273, Training Accuracy: 63.25%, Validation Accuracy: 70.55%
Epoch [69/800], Training Loss: 0.9414, Training Accuracy: 61.20%, Validation Accuracy: 69.18%
Epoch [70/800], Training Loss: 0.9071, Training Accuracy: 61.64%, Validation Accuracy: 74.66%
Epoch [71/800], Training Loss: 0.8754, Training Accuracy: 62.81%, Validation Accuracy: 69.18%
Epoch [72/800], Training Loss: 0.9425, Training Accuracy: 61.05%, Validation Accuracy: 69.18%
Epoch [73/800], Training Loss: 0.9231, Training Accuracy: 62.66%, Validation Accuracy: 67.12%
Epoch [74/800], Training Loss: 0.8866, Training Accuracy: 62.08%, Validation Accuracy: 71.92%
Epoch [75/800], Training Loss: 0.8894, Training Accuracy: 61.35%, Validation Accuracy: 69.18%
Epoch [76/800], Training Loss: 0.9319, Training Accuracy: 61.35%, Validation Accuracy: 71.23%
Epoch [77/800], Training Loss: 0.9055, Training Accuracy: 64.28%, Validation Accuracy: 71.92%
Epoch [78/800], Training Loss: 0.8767, Training Accuracy: 65.01%, Validation Accuracy: 67.81%
Epoch [79/800], Training Loss: 0.8475, Training Accuracy: 63.84%, Validation Accuracy: 71.23%
Epoch [80/800], Training Loss: 0.8489, Training Accuracy: 63.10%, Validation Accuracy: 65.75%
Epoch [81/800], Training Loss: 0.8968, Training Accuracy: 63.25%, Validation Accuracy: 72.60%
Epoch [82/800], Training Loss: 0.8543, Training Accuracy: 63.25%, Validation Accuracy: 69.18%
Epoch [83/800], Training Loss: 0.8680, Training Accuracy: 62.37%, Validation Accuracy: 69.18%
Epoch [84/800], Training Loss: 0.9045, Training Accuracy: 60.03%, Validation Accuracy: 67.12%
Epoch [85/800], Training Loss: 0.9067, Training Accuracy: 65.45%, Validation Accuracy: 69.18%
Epoch [86/800], Training Loss: 0.8683, Training Accuracy: 62.96%, Validation Accuracy: 69.18%
Epoch [87/800], Training Loss: 0.7962, Training Accuracy: 68.81%, Validation Accuracy: 71.23%
Epoch [88/800], Training Loss: 0.9189, Training Accuracy: 61.93%, Validation Accuracy: 71.23%
Epoch [89/800], Training Loss: 0.8818, Training Accuracy: 62.96%, Validation Accuracy: 68.49%
Epoch [90/800], Training Loss: 0.8578, Training Accuracy: 64.57%, Validation Accuracy: 66.44%
Epoch [91/800], Training Loss: 0.8205, Training Accuracy: 64.13%, Validation Accuracy: 67.12%
Epoch [92/800], Training Loss: 0.8221, Training Accuracy: 64.71%, Validation Accuracy: 70.55%
Epoch [93/800], Training Loss: 0.8336, Training Accuracy: 67.50%, Validation Accuracy: 68.49%
Epoch [94/800], Training Loss: 0.8265, Training Accuracy: 66.76%, Validation Accuracy: 69.18%
Epoch [95/800], Training Loss: 0.8127, Training Accuracy: 64.86%, Validation Accuracy: 67.81%
Epoch [96/800], Training Loss: 0.8050, Training Accuracy: 65.45%, Validation Accuracy: 68.49%
Epoch [97/800], Training Loss: 0.8284, Training Accuracy: 62.66%, Validation Accuracy: 65.07%
Epoch [98/800], Training Loss: 0.7985, Training Accuracy: 65.74%, Validation Accuracy: 71.92%
Epoch [99/800], Training Loss: 0.7521, Training Accuracy: 67.50%, Validation Accuracy: 69.18%
Epoch [100/800], Training Loss: 0.7978, Training Accuracy: 67.64%, Validation Accuracy: 71.23%
Epoch [101/800], Training Loss: 0.7449, Training Accuracy: 70.57%, Validation Accuracy: 67.81%
Epoch [102/800], Training Loss: 0.7877, Training Accuracy: 65.59%, Validation Accuracy: 69.86%
Epoch [103/800], Training Loss: 0.7423, Training Accuracy: 68.23%, Validation Accuracy: 70.55%
Epoch [104/800], Training Loss: 0.7934, Training Accuracy: 65.15%, Validation Accuracy: 71.23%
Epoch [105/800], Training Loss: 0.7342, Training Accuracy: 67.06%, Validation Accuracy: 71.92%
Epoch [106/800], Training Loss: 0.7649, Training Accuracy: 66.91%, Validation Accuracy: 69.18%
Epoch [107/800], Training Loss: 0.7376, Training Accuracy: 67.06%, Validation Accuracy: 71.23%
Epoch [108/800], Training Loss: 0.7370, Training Accuracy: 68.23%, Validation Accuracy: 67.81%
Epoch [109/800], Training Loss: 0.7286, Training Accuracy: 69.40%, Validation Accuracy: 68.49%
Epoch [110/800], Training Loss: 0.7380, Training Accuracy: 67.35%, Validation Accuracy: 71.92%
Epoch [111/800], Training Loss: 0.7673, Training Accuracy: 65.89%, Validation Accuracy: 68.49%
Epoch [112/800], Training Loss: 0.7359, Training Accuracy: 68.67%, Validation Accuracy: 71.92%
Epoch [113/800], Training Loss: 0.7651, Training Accuracy: 67.50%, Validation Accuracy: 71.92%
Epoch [114/800], Training Loss: 0.7560, Training Accuracy: 66.33%, Validation Accuracy: 69.86%
Epoch [115/800], Training Loss: 0.7368, Training Accuracy: 69.11%, Validation Accuracy: 71.92%
Epoch [116/800], Training Loss: 0.8033, Training Accuracy: 66.18%, Validation Accuracy: 68.49%
Epoch [117/800], Training Loss: 0.7656, Training Accuracy: 66.47%, Validation Accuracy: 70.55%
Epoch [118/800], Training Loss: 0.7252, Training Accuracy: 67.94%, Validation Accuracy: 69.86%
Epoch [119/800], Training Loss: 0.7022, Training Accuracy: 69.99%, Validation Accuracy: 69.18%
Epoch [120/800], Training Loss: 0.7691, Training Accuracy: 68.37%, Validation Accuracy: 68.49%
Epoch [121/800], Training Loss: 0.7728, Training Accuracy: 67.64%, Validation Accuracy: 70.55%
Epoch [122/800], Training Loss: 0.7531, Training Accuracy: 68.52%, Validation Accuracy: 71.92%
Epoch [123/800], Training Loss: 0.7381, Training Accuracy: 69.40%, Validation Accuracy: 67.81%
Epoch [124/800], Training Loss: 0.7412, Training Accuracy: 67.79%, Validation Accuracy: 71.92%
Epoch [125/800], Training Loss: 0.7536, Training Accuracy: 70.42%, Validation Accuracy: 69.86%
Epoch [126/800], Training Loss: 0.7160, Training Accuracy: 70.28%, Validation Accuracy: 69.86%
Epoch [127/800], Training Loss: 0.7452, Training Accuracy: 71.45%, Validation Accuracy: 69.18%
Epoch [128/800], Training Loss: 0.7459, Training Accuracy: 67.64%, Validation Accuracy: 67.81%
Epoch [129/800], Training Loss: 0.7335, Training Accuracy: 66.62%, Validation Accuracy: 70.55%
Epoch [130/800], Training Loss: 0.7679, Training Accuracy: 66.62%, Validation Accuracy: 71.23%
Epoch [131/800], Training Loss: 0.7738, Training Accuracy: 66.76%, Validation Accuracy: 69.86%
Epoch [132/800], Training Loss: 0.7279, Training Accuracy: 70.72%, Validation Accuracy: 69.18%
Epoch [133/800], Training Loss: 0.7618, Training Accuracy: 67.35%, Validation Accuracy: 69.18%
Epoch [134/800], Training Loss: 0.7195, Training Accuracy: 68.67%, Validation Accuracy: 70.55%
Epoch [135/800], Training Loss: 0.7540, Training Accuracy: 69.25%, Validation Accuracy: 69.86%
Epoch [136/800], Training Loss: 0.7544, Training Accuracy: 68.52%, Validation Accuracy: 69.18%
Epoch [137/800], Training Loss: 0.7663, Training Accuracy: 70.72%, Validation Accuracy: 69.86%
Epoch [138/800], Training Loss: 0.7762, Training Accuracy: 66.76%, Validation Accuracy: 68.49%
Epoch [139/800], Training Loss: 0.7531, Training Accuracy: 69.99%, Validation Accuracy: 70.55%
Epoch [140/800], Training Loss: 0.7216, Training Accuracy: 71.45%, Validation Accuracy: 70.55%
Epoch [141/800], Training Loss: 0.7197, Training Accuracy: 69.11%, Validation Accuracy: 69.86%
Epoch [142/800], Training Loss: 0.7817, Training Accuracy: 66.18%, Validation Accuracy: 69.18%
Epoch [143/800], Training Loss: 0.7786, Training Accuracy: 64.71%, Validation Accuracy: 68.49%
Epoch [144/800], Training Loss: 0.7244, Training Accuracy: 69.69%, Validation Accuracy: 69.18%
Epoch [145/800], Training Loss: 0.7338, Training Accuracy: 67.94%, Validation Accuracy: 69.18%
Epoch [146/800], Training Loss: 0.7407, Training Accuracy: 68.96%, Validation Accuracy: 70.55%
Epoch [147/800], Training Loss: 0.7789, Training Accuracy: 68.67%, Validation Accuracy: 67.81%
Epoch [148/800], Training Loss: 0.7190, Training Accuracy: 69.99%, Validation Accuracy: 71.92%
Epoch [149/800], Training Loss: 0.7315, Training Accuracy: 67.64%, Validation Accuracy: 69.86%
Epoch [150/800], Training Loss: 0.7159, Training Accuracy: 70.28%, Validation Accuracy: 68.49%
Epoch [151/800], Training Loss: 0.7415, Training Accuracy: 68.52%, Validation Accuracy: 71.23%
Epoch [152/800], Training Loss: 0.7202, Training Accuracy: 69.84%, Validation Accuracy: 69.86%
Epoch [153/800], Training Loss: 0.7286, Training Accuracy: 69.11%, Validation Accuracy: 69.86%
Epoch [154/800], Training Loss: 0.7459, Training Accuracy: 67.35%, Validation Accuracy: 70.55%
Epoch [155/800], Training Loss: 0.7988, Training Accuracy: 63.69%, Validation Accuracy: 69.18%
Epoch [156/800], Training Loss: 0.7339, Training Accuracy: 66.62%, Validation Accuracy: 69.86%
Epoch [157/800], Training Loss: 0.7185, Training Accuracy: 70.86%, Validation Accuracy: 71.23%
Epoch [158/800], Training Loss: 0.7294, Training Accuracy: 66.62%, Validation Accuracy: 71.23%
Epoch [159/800], Training Loss: 0.7490, Training Accuracy: 67.94%, Validation Accuracy: 69.18%
Epoch [160/800], Training Loss: 0.7687, Training Accuracy: 65.30%, Validation Accuracy: 69.18%
Epoch [161/800], Training Loss: 0.7290, Training Accuracy: 68.37%, Validation Accuracy: 71.23%
Epoch [162/800], Training Loss: 0.7318, Training Accuracy: 68.52%, Validation Accuracy: 69.86%
Epoch [163/800], Training Loss: 0.7320, Training Accuracy: 69.55%, Validation Accuracy: 69.18%
Epoch [164/800], Training Loss: 0.7463, Training Accuracy: 66.33%, Validation Accuracy: 69.86%
Epoch [165/800], Training Loss: 0.7514, Training Accuracy: 67.20%, Validation Accuracy: 69.18%
Epoch [166/800], Training Loss: 0.7425, Training Accuracy: 68.96%, Validation Accuracy: 67.81%
Epoch [167/800], Training Loss: 0.7516, Training Accuracy: 67.50%, Validation Accuracy: 70.55%
Epoch [168/800], Training Loss: 0.7252, Training Accuracy: 68.37%, Validation Accuracy: 69.18%
Epoch [169/800], Training Loss: 0.7281, Training Accuracy: 71.45%, Validation Accuracy: 70.55%
Epoch [170/800], Training Loss: 0.7603, Training Accuracy: 69.11%, Validation Accuracy: 67.12%
Epoch [171/800], Training Loss: 0.7696, Training Accuracy: 70.13%, Validation Accuracy: 69.86%
Epoch [172/800], Training Loss: 0.7685, Training Accuracy: 67.94%, Validation Accuracy: 71.92%
Epoch [173/800], Training Loss: 0.7515, Training Accuracy: 67.79%, Validation Accuracy: 69.18%
Epoch [174/800], Training Loss: 0.7337, Training Accuracy: 68.81%, Validation Accuracy: 69.86%
Epoch [175/800], Training Loss: 0.7652, Training Accuracy: 67.20%, Validation Accuracy: 69.18%
Epoch [176/800], Training Loss: 0.7416, Training Accuracy: 70.86%, Validation Accuracy: 68.49%
Epoch [177/800], Training Loss: 0.7685, Training Accuracy: 66.33%, Validation Accuracy: 69.86%
Epoch [178/800], Training Loss: 0.7207, Training Accuracy: 68.81%, Validation Accuracy: 69.86%
Epoch [179/800], Training Loss: 0.7982, Training Accuracy: 67.06%, Validation Accuracy: 69.18%
Epoch [180/800], Training Loss: 0.7344, Training Accuracy: 68.67%, Validation Accuracy: 69.18%
Epoch [181/800], Training Loss: 0.7492, Training Accuracy: 66.62%, Validation Accuracy: 69.18%
Epoch [182/800], Training Loss: 0.7543, Training Accuracy: 68.52%, Validation Accuracy: 69.18%
Epoch [183/800], Training Loss: 0.6983, Training Accuracy: 68.96%, Validation Accuracy: 67.81%
Epoch [184/800], Training Loss: 0.7241, Training Accuracy: 70.13%, Validation Accuracy: 71.92%
Epoch [185/800], Training Loss: 0.7503, Training Accuracy: 67.50%, Validation Accuracy: 71.23%
Epoch [186/800], Training Loss: 0.7313, Training Accuracy: 69.11%, Validation Accuracy: 69.86%
Epoch [187/800], Training Loss: 0.7256, Training Accuracy: 69.84%, Validation Accuracy: 71.23%
Epoch [188/800], Training Loss: 0.7542, Training Accuracy: 67.20%, Validation Accuracy: 71.23%
Epoch [189/800], Training Loss: 0.7491, Training Accuracy: 69.69%, Validation Accuracy: 69.86%
Epoch [190/800], Training Loss: 0.7534, Training Accuracy: 65.15%, Validation Accuracy: 71.92%
Epoch [191/800], Training Loss: 0.7678, Training Accuracy: 65.74%, Validation Accuracy: 69.18%
Epoch [192/800], Training Loss: 0.7203, Training Accuracy: 68.37%, Validation Accuracy: 68.49%
Epoch [193/800], Training Loss: 0.7824, Training Accuracy: 67.94%, Validation Accuracy: 69.86%
Epoch [194/800], Training Loss: 0.7145, Training Accuracy: 69.55%, Validation Accuracy: 69.86%
Epoch [195/800], Training Loss: 0.7507, Training Accuracy: 67.35%, Validation Accuracy: 69.86%
Epoch [196/800], Training Loss: 0.7433, Training Accuracy: 66.76%, Validation Accuracy: 67.12%
Epoch [197/800], Training Loss: 0.7337, Training Accuracy: 67.64%, Validation Accuracy: 67.81%
Epoch [198/800], Training Loss: 0.7496, Training Accuracy: 67.94%, Validation Accuracy: 69.86%
Epoch [199/800], Training Loss: 0.7916, Training Accuracy: 66.33%, Validation Accuracy: 69.86%
Epoch [200/800], Training Loss: 0.7399, Training Accuracy: 68.23%, Validation Accuracy: 71.23%
Epoch [201/800], Training Loss: 0.7410, Training Accuracy: 68.67%, Validation Accuracy: 70.55%
Epoch [202/800], Training Loss: 0.7711, Training Accuracy: 67.20%, Validation Accuracy: 70.55%
Epoch [203/800], Training Loss: 0.7372, Training Accuracy: 67.64%, Validation Accuracy: 68.49%
Epoch [204/800], Training Loss: 0.7220, Training Accuracy: 68.67%, Validation Accuracy: 69.18%
Epoch [205/800], Training Loss: 0.7412, Training Accuracy: 70.13%, Validation Accuracy: 69.86%
Epoch [206/800], Training Loss: 0.7201, Training Accuracy: 68.96%, Validation Accuracy: 70.55%
Epoch [207/800], Training Loss: 0.7328, Training Accuracy: 70.42%, Validation Accuracy: 70.55%
Epoch [208/800], Training Loss: 0.7640, Training Accuracy: 66.76%, Validation Accuracy: 67.81%
Epoch [209/800], Training Loss: 0.7231, Training Accuracy: 67.06%, Validation Accuracy: 69.86%
Epoch [210/800], Training Loss: 0.7033, Training Accuracy: 70.13%, Validation Accuracy: 67.81%
Epoch [211/800], Training Loss: 0.7626, Training Accuracy: 67.06%, Validation Accuracy: 69.86%
Epoch [212/800], Training Loss: 0.7431, Training Accuracy: 67.50%, Validation Accuracy: 69.86%
Epoch [213/800], Training Loss: 0.7206, Training Accuracy: 69.55%, Validation Accuracy: 69.18%
Epoch [214/800], Training Loss: 0.6968, Training Accuracy: 71.01%, Validation Accuracy: 69.86%
Epoch [215/800], Training Loss: 0.7287, Training Accuracy: 72.04%, Validation Accuracy: 70.55%
Epoch [216/800], Training Loss: 0.7662, Training Accuracy: 68.08%, Validation Accuracy: 68.49%
Epoch [217/800], Training Loss: 0.6858, Training Accuracy: 70.42%, Validation Accuracy: 69.86%
Epoch [218/800], Training Loss: 0.7162, Training Accuracy: 70.72%, Validation Accuracy: 71.23%
Epoch [219/800], Training Loss: 0.7562, Training Accuracy: 69.40%, Validation Accuracy: 69.86%
Epoch [220/800], Training Loss: 0.7225, Training Accuracy: 69.25%, Validation Accuracy: 69.18%
Epoch [221/800], Training Loss: 0.8046, Training Accuracy: 65.74%, Validation Accuracy: 69.18%
Epoch [222/800], Training Loss: 0.7461, Training Accuracy: 68.52%, Validation Accuracy: 70.55%
Epoch [223/800], Training Loss: 0.7291, Training Accuracy: 69.40%, Validation Accuracy: 71.92%
Epoch [224/800], Training Loss: 0.7539, Training Accuracy: 68.67%, Validation Accuracy: 71.23%
Epoch [225/800], Training Loss: 0.7688, Training Accuracy: 67.94%, Validation Accuracy: 68.49%
Epoch [226/800], Training Loss: 0.7525, Training Accuracy: 68.37%, Validation Accuracy: 71.92%
Epoch [227/800], Training Loss: 0.7234, Training Accuracy: 69.25%, Validation Accuracy: 69.18%
Epoch [228/800], Training Loss: 0.7235, Training Accuracy: 68.96%, Validation Accuracy: 71.23%
Epoch [229/800], Training Loss: 0.7517, Training Accuracy: 68.37%, Validation Accuracy: 69.86%
Epoch [230/800], Training Loss: 0.7325, Training Accuracy: 67.79%, Validation Accuracy: 71.92%
Epoch [231/800], Training Loss: 0.7263, Training Accuracy: 67.94%, Validation Accuracy: 68.49%
Epoch [232/800], Training Loss: 0.7407, Training Accuracy: 67.35%, Validation Accuracy: 71.92%
Epoch [233/800], Training Loss: 0.7390, Training Accuracy: 66.18%, Validation Accuracy: 69.86%
Epoch [234/800], Training Loss: 0.7460, Training Accuracy: 69.40%, Validation Accuracy: 71.92%
Epoch [235/800], Training Loss: 0.7769, Training Accuracy: 65.45%, Validation Accuracy: 70.55%
Epoch [236/800], Training Loss: 0.7412, Training Accuracy: 68.96%, Validation Accuracy: 69.18%
Epoch [237/800], Training Loss: 0.7233, Training Accuracy: 67.94%, Validation Accuracy: 71.23%
Epoch [238/800], Training Loss: 0.6846, Training Accuracy: 69.11%, Validation Accuracy: 69.18%
Epoch [239/800], Training Loss: 0.7654, Training Accuracy: 67.06%, Validation Accuracy: 70.55%
Epoch [240/800], Training Loss: 0.7503, Training Accuracy: 68.37%, Validation Accuracy: 69.18%
Epoch [241/800], Training Loss: 0.7644, Training Accuracy: 70.13%, Validation Accuracy: 69.86%
Epoch [242/800], Training Loss: 0.7244, Training Accuracy: 69.11%, Validation Accuracy: 68.49%
Epoch [243/800], Training Loss: 0.7602, Training Accuracy: 68.08%, Validation Accuracy: 69.86%
Epoch [244/800], Training Loss: 0.7772, Training Accuracy: 69.25%, Validation Accuracy: 69.86%
Epoch [245/800], Training Loss: 0.7433, Training Accuracy: 65.59%, Validation Accuracy: 69.86%
Epoch [246/800], Training Loss: 0.7690, Training Accuracy: 66.62%, Validation Accuracy: 68.49%
Epoch [247/800], Training Loss: 0.7377, Training Accuracy: 67.64%, Validation Accuracy: 71.92%
Epoch [248/800], Training Loss: 0.7469, Training Accuracy: 69.11%, Validation Accuracy: 71.23%
Epoch [249/800], Training Loss: 0.7244, Training Accuracy: 69.84%, Validation Accuracy: 70.55%
Epoch [250/800], Training Loss: 0.7441, Training Accuracy: 66.47%, Validation Accuracy: 71.23%
Epoch [251/800], Training Loss: 0.7493, Training Accuracy: 69.69%, Validation Accuracy: 69.86%
Epoch [252/800], Training Loss: 0.7798, Training Accuracy: 66.91%, Validation Accuracy: 69.86%
Epoch [253/800], Training Loss: 0.7599, Training Accuracy: 66.62%, Validation Accuracy: 72.60%
Epoch [254/800], Training Loss: 0.7880, Training Accuracy: 66.47%, Validation Accuracy: 70.55%
Epoch [255/800], Training Loss: 0.7141, Training Accuracy: 69.55%, Validation Accuracy: 68.49%
Epoch [256/800], Training Loss: 0.7110, Training Accuracy: 69.25%, Validation Accuracy: 69.86%
Epoch [257/800], Training Loss: 0.7640, Training Accuracy: 66.76%, Validation Accuracy: 69.86%
Epoch [258/800], Training Loss: 0.7644, Training Accuracy: 66.76%, Validation Accuracy: 69.86%
Epoch [259/800], Training Loss: 0.7231, Training Accuracy: 70.13%, Validation Accuracy: 69.18%
Epoch [260/800], Training Loss: 0.7199, Training Accuracy: 66.62%, Validation Accuracy: 68.49%
Epoch [261/800], Training Loss: 0.7803, Training Accuracy: 65.01%, Validation Accuracy: 70.55%
Epoch [262/800], Training Loss: 0.6998, Training Accuracy: 70.57%, Validation Accuracy: 69.18%
Epoch [263/800], Training Loss: 0.7205, Training Accuracy: 69.40%, Validation Accuracy: 71.23%
Epoch [264/800], Training Loss: 0.7401, Training Accuracy: 65.89%, Validation Accuracy: 71.23%
Epoch [265/800], Training Loss: 0.7123, Training Accuracy: 68.52%, Validation Accuracy: 69.86%
Epoch [266/800], Training Loss: 0.7546, Training Accuracy: 66.33%, Validation Accuracy: 70.55%
Epoch [267/800], Training Loss: 0.7576, Training Accuracy: 68.67%, Validation Accuracy: 69.86%
Epoch [268/800], Training Loss: 0.7474, Training Accuracy: 68.52%, Validation Accuracy: 71.92%
Epoch [269/800], Training Loss: 0.7296, Training Accuracy: 70.57%, Validation Accuracy: 70.55%
Epoch [270/800], Training Loss: 0.7541, Training Accuracy: 67.64%, Validation Accuracy: 68.49%
Epoch [271/800], Training Loss: 0.7165, Training Accuracy: 70.42%, Validation Accuracy: 71.23%
Epoch [272/800], Training Loss: 0.7177, Training Accuracy: 67.64%, Validation Accuracy: 69.18%
Epoch [273/800], Training Loss: 0.7392, Training Accuracy: 67.50%, Validation Accuracy: 71.23%
